  82  0.961203 -4.236045    184907   6783923
  83  0.958944 -4.155513    204395   7080687
  84  0.956532 -4.074358    225967   7387440
  85  0.953933 -3.991869    249995   7704888
  86  0.951326 -3.913749    275740   8035879
  87  0.948394 -3.830809    305023   8375601
  88  0.945222 -3.746334    337189   8713097
  89  0.941819 -3.661077    372938   9062466
  90  0.938305 -3.578202    411851   9426366
  91  0.934352 -3.490566    455850   9791628
  92  0.930410 -3.408401    503024  10178904
  93  0.925929 -3.320597    556367  10560709
  94  0.921357 -3.236445    613795  10955859
  95  0.916089 -3.145517    679687  11349434
  96  0.910736 -3.058947    750579  11759530
  97  0.904996 -2.971870    828441  12170665
  98  0.898782 -2.883548    915190  12592337
  99  0.891702 -2.789503   1013962  13006937
 100  0.884621 -2.701617   1118352  13432099
 101  0.876682 -2.609534   1236340  13854591
 102  0.868189 -2.517623   1366614  14284888
 103  0.858948 -2.424423   1510378  14705470
 104  0.849336 -2.334039   1664750  15123088
 105  0.838168 -2.236357   1846528  15555368
 106  0.826652 -2.142831   2038365  15965604
 107  0.814004 -2.047419   2253419  16376312
 108  0.800445 -1.952536   2488453  16774875
 109  0.785375 -1.854861   2750725  17148944
 110  0.769092 -1.757291   3042690  17529711
 111  0.751467 -1.659740   3361845  17882297
 112  0.732514 -1.562909   3713802  18230985
 113  0.711407 -1.463548   4107307  18547437
 114  0.688920 -1.366154   4535014  18845917
 115  0.663623 -1.265538   5016372  19104040
 116  0.636709 -1.167404   5540218  19347245
 117  0.606557 -1.066792   6126542  19540859
 118  0.574524 -0.969129   6764386  19720332
 119  0.538222 -0.868230   7484190  19839412
 120  0.499584 -0.770550   8260200  19922280
 121  0.455961 -0.670467   9135344  19944062
 122  0.408376 -0.571731  10101679  19926682
 123  0.356081 -0.473819  11161428  19840131
 124  0.298543 -0.376886  12332166  19695345
 125  0.234642 -0.280360  13636091  19485926
 126  0.164222 -0.185345  15063279  19193302
 127  0.085623 -0.091028  16657157  18826871
 128  0.000000  0.000000  18220659  18220659
 129 -0.091028  0.085623  18826871  16657157
 130 -0.185345  0.164222  19193302  15063279
 131 -0.280360  0.234642  19485926  13636091
 132 -0.376886  0.298543  19695345  12332166
 133 -0.473819  0.356081  19840131  11161428
 134 -0.571731  0.408376  19926682  10101679
 135 -0.670467  0.455961  19944062   9135344
 136 -0.770550  0.499584  19922280   8260200
 137 -0.868230  0.538222  19839412   7484190
 138 -0.969129  0.574524  19720332   6764386
 139 -1.066792  0.606557  19540859   6126542
 140 -1.167404  0.636709  19347245   5540218
 141 -1.265538  0.663623  19104040   5016372
 142 -1.366154  0.688920  18845917   4535014
 143 -1.463548  0.711407  18547437   4107307
 144 -1.562909  0.732514  18230985   3713802
 145 -1.659740  0.751467  17882297   3361845
 146 -1.757291  0.769092  17529711   3042690
 147 -1.854861  0.785375  17148944   2750725
 148 -1.952536  0.800445  16774875   2488453
 149 -2.047419  0.814004  16376312   2253419
 150 -2.142831  0.826652  15965604   2038365
 151 -2.236357  0.838168  15555368   1846528
 152 -2.334039  0.849336  15123088   1664750
 153 -2.424423  0.858948  14705470   1510378
 154 -2.517623  0.868189  14284888   1366614
 155 -2.609534  0.876682  13854591   1236340
 156 -2.701617  0.884621  13432099   1118352
 157 -2.789503  0.891702  13006937   1013962
 158 -2.883548  0.898782  12592337    915190
 159 -2.971870  0.904996  12170665    828441
 160 -3.058947  0.910736  11759530    750579
 161 -3.145517  0.916089  11349434    679687
 162 -3.236445  0.921357  10955859    613795
 163 -3.320597  0.925929  10560709    556367
 164 -3.408401  0.930410  10178904    503024
 165 -3.490566  0.934352   9791628    455850
 166 -3.578202  0.938305   9426366    411851
 167 -3.661077  0.941819   9062466    372938
 168 -3.746334  0.945222   8713097    337189
 169 -3.830809  0.948394   8375601    305023
 170 -3.913749  0.951326   8035879    275740
 171 -3.991869  0.953933   7704888    249995
 172 -4.074358  0.956532   7387440    225967
 173 -4.155513  0.958944   7080687    204395
 174 -4.236045  0.961203   6783923    184907
 175 -4.317721  0.963366   6500317    167174
 176 -4.392315  0.965235   6224653    151821
 177 -4.469723  0.967072   5948059    137321
 178 -4.549708  0.968867   5687479    124069
 179 -4.629748  0.970564   5433990    112010
 180 -4.710423  0.972181   5197589    101197
 181 -4.779758  0.973498   4959796     91952
 182 -4.867170  0.975070   4738870     82601
 183 -4.933858  0.976205   4516581     75111
 184 -5.010267  0.977442   4311273     67940
 185 -5.084124  0.978576   4110633     61497
 186 -5.170088  0.979824   3915460     55141
 187 -5.238120  0.980760   3729245     50067
 188 -5.293783  0.981493   3553842     45883
 189 -5.371037  0.982464   3379721     41332
 190 -5.457372  0.983488   3219655     37061
 191 -5.520204  0.984196   3062307     33731
 192 -5.571791  0.984754   2910235     30918
 193 -5.665976  0.985722   2769513     27545
 194 -5.736809  0.986409   2633137     24922
 195 -5.805040  0.987040   2504320     22598
 196 -5.877481  0.987677   2374706     20370
 197 -5.949053  0.988276   2256307     18410
 198 -6.026810  0.988894   2141714     16551
 199 -6.087690  0.989354   2034638     15069
 200 -6.144404  0.989766   1928723     13730
 201 -6.210960  0.990229   1827072     12416
 202 -6.274652  0.990653   1733491     11268
 203 -6.353189  0.991149   1645036     10123
 204 -6.397473  0.991418   1558023      9296
 205 -6.478642  0.991889   1474742      8315
 206 -6.538363  0.992218   1400044      7572
 207 -6.605530  0.992573   1325297      6840
 208 -6.684972  0.992972   1253265      6120
 209 -6.718064  0.993132   1186719      5663
 210 -6.766586  0.993360   1124761      5189
 211 -6.871611  0.993827   1061770      4553
 212 -6.956913  0.994182   1005955      4065
 213 -6.946458  0.994139    951247      3872
 214 -7.072137  0.994629    900903      3360
 215 -7.116529  0.994792    850900      3077
 216 -7.190574  0.995053    802414      2756
 217 -7.207230  0.995110    757862      2573
 218 -7.254162  0.995267    716970      2356
 219 -7.412047  0.995758    675857      1990
 220 -7.486032  0.995971    639300      1788
 221 -7.547523  0.996139    602658      1615
 222 -7.563525  0.996182    569023      1508
 223 -7.596181  0.996267    539239      1397
 224 -7.661639  0.996433    506971      1255
 225 -7.697649  0.996521    477568      1153
 226 -7.779378  0.996713    451548      1030
 227 -7.778638  0.996711    425902       972
 228 -7.923845  0.997026    401795       829
 229 -8.000114  0.997180    377659       739
 230 -8.050694  0.997277    355697       672
 231 -8.129858  0.997422    335534       600
 232 -8.083947  0.997339    315797       583
 233 -8.187819  0.997524    298663       513
 234 -8.232006  0.997599    280953       468
 235 -8.395662  0.997856    264316       393
 236 -8.531781  0.998050    248373       336
 237 -8.462070  0.997953    233824       332
 238 -8.486456  0.997987    220624       308
 239 -8.729231  0.998299    206856       244
 240 -8.735070  0.998306    195779       230
 241 -8.525905  0.998042    184049       250
 242 -8.726394  0.998296    172605       204
 243 -8.911383  0.998501    162577       169
 244 -8.917674  0.998508    152660       158
 245 -8.885104  0.998474    143581       152
 246 -9.009508  0.998600    134900       131
 247 -8.829258  0.998413    127219       140
 248 -9.097175  0.998682    119284       109
 249 -9.296916  0.998853    111873        89
 250 -9.311898  0.998865    105421        83
 251 -9.331062  0.998880     99109        77
 252 -9.605819  0.999074     93442        60
 253 -9.311896  0.998865     87639        69
 254 -9.461832  0.998977     81742        58
 255 -9.965784  0.999920   1224389        68
