 140 -0.992914  0.582593  20288489   6807300
 141 -1.075340  0.609226  19822746   6166786
 142 -1.161685  0.635067  19335185   5565089
 143 -1.243897  0.657886  18846820   5043643
 144 -1.326978  0.679332  18341000   4565240
 145 -1.410105  0.699299  17824407   4130677
 146 -1.492998  0.717848  17299010   3736720
 147 -1.574192  0.734802  16760963   3382382
 148 -1.657665  0.751077  16236538   3057665
 149 -1.739996  0.766069  15715513   2766483
 150 -1.820639  0.779810  15178000   2502657
 151 -1.902210  0.792828  14662803   2264278
 152 -1.980161  0.804498  14139035   2051889
 153 -2.061464  0.815926  13625410   1854253
 154 -2.140855  0.826400  13119486   1677584
 155 -2.218161  0.835993  12616837   1519003
 156 -2.298801  0.845404  12136916   1372803
 157 -2.376139  0.853896  11666090   1243334
 158 -2.452376  0.861789  11192630   1125302
 159 -2.528975  0.869270  10738701   1018540
 160 -2.606195  0.876384  10293596    920887
 161 -2.682830  0.883046   9861498    832736
 162 -2.756644  0.889109   9448829    754913
 163 -2.831175  0.894901   9040408    683168
 164 -2.906893  0.900464   8644550    617467
 165 -2.976443  0.905306   8261428    560444
 166 -3.050958  0.910225   7893204    506779
 167 -3.126583  0.914947   7530291    457288
 168 -3.198553  0.919204   7188027    414039
 169 -3.271427  0.923292   6861604    374705
 170 -3.344197  0.927162   6539551    338642
 171 -3.412380  0.930606   6233667    307167
 172 -3.483245  0.934010   5932140    277642
 173 -3.555432  0.937302   5650319    250972
 174 -3.629931  0.940523   5376785    226297
 175 -3.686354  0.942850   5113924    206645
 176 -3.759019  0.945711   4863180    186490
 177 -3.827770  0.948283   4619424    168598
 178 -3.899341  0.950829   4394035    152341
 179 -3.964769  0.953045   4167901    137882
 180 -4.037302  0.955384   3958123    124320
 181 -4.094594  0.957147   3755900    113237
 182 -4.172639  0.959435   3560432    101530
 183 -4.244558  0.961435   3378718     91536
 184 -4.290835  0.962668   3201462     83924
 185 -4.369033  0.964662   3032755     75203
 186 -4.426163  0.966050   2876247     68487
 187 -4.499323  0.967748   2725276     61611
 188 -4.556219  0.969009   2577916     55977
 189 -4.614430  0.970247   2439934     50842
 190 -4.693922  0.971857   2305570     45416
 191 -4.753164  0.973000   2186025     41296
 192 -4.798794  0.973849   2065492     37782
 193 -4.858332  0.974915   1947830     34164
 194 -4.927051  0.976092   1845240     30834
 195 -5.004469  0.977351   1741816     27561
 196 -5.054569  0.978130   1645254     25131
 197 -5.106448  0.978908   1554724     22897
 198 -5.179106  0.979951   1468353     20548
 199 -5.242204  0.980815   1384025     18528
 200 -5.316376  0.981782   1305512     16590
 201 -5.379771  0.982570   1233925     14998
 202 -5.409438  0.982927   1162934     13844
 203 -5.469531  0.983628   1095753     12506
 204 -5.545110  0.984468   1033782     11190
 205 -5.557445  0.984601    974542     10458
 206 -5.669756  0.985760    919804      9124
 207 -5.709613  0.986150    864864      8343
 208 -5.746824  0.986504    813413      7645
 209 -5.814171  0.987122    767441      6881
 210 -5.861314  0.987538    720888      6254
 211 -5.934033  0.988153    679284      5601
 212 -5.975313  0.988489    639121      5120
 213 -6.017572  0.988822    601444      4678
 214 -6.083427  0.989323    565943      4204
 215 -6.172013  0.989961    532736      3720
 216 -6.188259  0.990074    501152      3460
 217 -6.240433  0.990427    470165      3130
 218 -6.324881  0.990973    442294      2776
 219 -6.400972  0.991439    415995      2476
 220 -6.396963  0.991415    390540      2331
 221 -6.507266  0.992048    366390      2025
 222 -6.512322  0.992076    344079      1895
 223 -6.623349  0.992665    324281      1653
 224 -6.662932  0.992864    304308      1509
 225 -6.686596  0.992980    285174      1391
 226 -6.743960  0.993254    267993      1256
 227 -6.736843  0.993221    250532      1180
 228 -6.801259  0.993518    236045      1063
 229 -6.914042  0.994006    220737       919
 230 -6.989451  0.994312    208077       822
 231 -7.019804  0.994431    194938       754
 232 -7.044331  0.994525    182514       694
 233 -7.190126  0.995052    171726       590
 234 -7.082885  0.994669    160192       593
 235 -7.134197  0.994856    150616       538
 236 -7.318034  0.995472    141253       444
 237 -7.272605  0.995327    132237       429
 238 -7.479582  0.995953    123515       347
 239 -7.594225  0.996262    115642       300
 240 -7.538671  0.996115    109037       294
 241 -7.448860  0.995865    102090       293
 242 -7.821879  0.996808     95725       212
 243 -7.749724  0.996645     89327       208
 244 -7.633907  0.996364     83609       211
 245 -7.722078  0.996580     77938       185
 246 -7.736920  0.996615     73638       173
 247 -7.776095  0.996705     68234       156
 248 -7.863917  0.996900     64158       138
 249 -7.915258  0.997009     60224       125
 250 -7.949903  0.997080     56262       114
 251 -8.184021  0.997518     52259        90
 252 -8.065124  0.997304     49187        92
 253 -8.220426  0.997579     45855        77
 254 -8.253104  0.997634     42643        70
 255 -9.965784  0.999856    602925        60
