  57  0.994418 -7.016479     11595   2990826
  58  0.994086 -6.933435     12882   3136209
  59  0.993777 -6.859952     14176   3279152
  60  0.993412 -6.777942     15720   3434496
  61  0.992995 -6.689713     17471   3589578
  62  0.992557 -6.602452     19417   3754116
  63  0.992167 -6.528955     21383   3927823
  64  0.991715 -6.448246     23617   4100872
  65  0.991325 -6.382024     25859   4287568
  66  0.990777 -6.293890     28711   4476632
  67  0.990296 -6.220813     31545   4674022
  68  0.989631 -6.125577     35153   4873641
  69  0.989121 -6.056472     38474   5082790
  70  0.988444 -5.969811     42663   5305118
  71  0.987621 -5.870864     47582   5521442
  72  0.986931 -5.793049     52309   5748492
  73  0.986049 -5.699205     58191   5988498
  74  0.985299 -5.624033     63838   6232847
  75  0.984434 -5.542029     70385   6488457
  76  0.983290 -5.440243     78604   6747154
  77  0.982500 -5.374047     85529   7008498
  78  0.981203 -5.271523     95464   7279437
  79  0.980036 -5.185224    105350   7560717
  80  0.978739 -5.095054    116453   7844127
  81  0.977369 -5.005641    128669   8138411
  82  0.975869 -4.913808    142233   8432764
  83  0.974263 -4.821634    157366   8742783
  84  0.972692 -4.736915    173007   9053708
  85  0.970636 -4.633221    192412   9357528
  86  0.968748 -4.544260    212020   9681833
  87  0.966467 -4.443788    235332  10007604
  88  0.964328 -4.355636    258740  10335520
  89  0.961828 -4.259147    286151  10672480
  90  0.959049 -4.159150    316908  11006890
  91  0.956230 -4.064497    349436  11343763
  92  0.953034 -3.964439    386827  11690253
  93  0.949594 -3.864162    427641  12027198
  94  0.945915 -3.764349    472678  12373603
  95  0.941823 -3.661161    523434  12720324
  96  0.937562 -3.561297    577407  13054896
  97  0.932967 -3.461139    637480  13403687
  98  0.927871 -3.357960    704264  13737232
  99  0.922363 -3.254514    777821  14068402
 100  0.916174 -3.146934    861569  14401489
 101  0.909535 -3.040264    952318  14716010
 102  0.902379 -2.933960   1052250  15030448
 103  0.894577 -2.826896   1162301  15331822
 104  0.886060 -2.719015   1284091  15625417
 105  0.876640 -2.609063   1420010  15907164
 106  0.866374 -2.498795   1569112  16168537
 107  0.855085 -2.387340   1734266  16412814
 108  0.842582 -2.274083   1918889  16644062
 109  0.829326 -2.163947   2116463  16852932
 110  0.814008 -2.047455   2344220  17036666
 111  0.797827 -1.935008   2588411  17206736
 112  0.779996 -1.821767   2858641  17352745
 113  0.759882 -1.705347   3162156  17461892
 114  0.738177 -1.591034   3488916  17532865
 115  0.713560 -1.473314   3860337  17576807
 116  0.686997 -1.358191   4264771  17601863
 117  0.657131 -1.241079   4712456  17565702
 118  0.624319 -1.124952   5207879  17508289
 119  0.587350 -1.007186   5760386  17396215
 120  0.546781 -0.891169   6363609  17241290
 121  0.501358 -0.774837   7034421  17037315
 122  0.451380 -0.660515   7766739  16786210
 123  0.395144 -0.545979   8588984  16491038
 124  0.332501 -0.432833   9493685  16137011
 125  0.262677 -0.321392  10492297  15728708
 126  0.184876 -0.212099  11591298  15262773
 127  0.097767 -0.104877  12808096  14739632
 128  0.000000  0.000000  14058876  14058876
 129 -0.104877  0.097767  14739632  12808096
 130 -0.212099  0.184876  15262773  11591298
 131 -0.321392  0.262677  15728708  10492297
 132 -0.432833  0.332501  16137011   9493685
 133 -0.545979  0.395144  16491038   8588984
 134 -0.660515  0.451380  16786210   7766739
 135 -0.774837  0.501358  17037315   7034421
 136 -0.891169  0.546781  17241290   6363609
 137 -1.007186  0.587350  17396215   5760386
 138 -1.124952  0.624319  17508289   5207879
 139 -1.241079  0.657131  17565702   4712456
 140 -1.358191  0.686997  17601863   4264771
 141 -1.473314  0.713560  17576807   3860337
 142 -1.591034  0.738177  17532865   3488916
 143 -1.705347  0.759882  17461892   3162156
 144 -1.821767  0.779996  17352745   2858641
 145 -1.935008  0.797827  17206736   2588411
 146 -2.047455  0.814008  17036666   2344220
 147 -2.163947  0.829326  16852932   2116463
 148 -2.274083  0.842582  16644062   1918889
 149 -2.387340  0.855085  16412814   1734266
 150 -2.498795  0.866374  16168537   1569112
 151 -2.609063  0.876640  15907164   1420010
 152 -2.719015  0.886060  15625417   1284091
 153 -2.826896  0.894577  15331822   1162301
 154 -2.933960  0.902379  15030448   1052250
 155 -3.040264  0.909535  14716010    952318
 156 -3.146934  0.916174  14401489    861569
 157 -3.254514  0.922363  14068402    777821
 158 -3.357960  0.927871  13737232    704264
 159 -3.461139  0.932967  13403687    637480
 160 -3.561297  0.937562  13054896    577407
 161 -3.661161  0.941823  12720324    523434
 162 -3.764349  0.945915  12373603    472678
 163 -3.864162  0.949594  12027198    427641
 164 -3.964439  0.953034  11690253    386827
 165 -4.064497  0.956230  11343763    349436
 166 -4.159150  0.959049  11006890    316908
 167 -4.259147  0.961828  10672480    286151
 168 -4.355636  0.964328  10335520    258740
 169 -4.443788  0.966467  10007604    235332
 170 -4.544260  0.968748   9681833    212020
 171 -4.633221  0.970636   9357528    192412
 172 -4.736915  0.972692   9053708    173007
 173 -4.821634  0.974263   8742783    157366
 174 -4.913808  0.975869   8432764    142233
 175 -5.005641  0.977369   8138411    128669
 176 -5.095054  0.978739   7844127    116453
 177 -5.185224  0.980036   7560717    105350
 178 -5.271523  0.981203   7279437     95464
 179 -5.374047  0.982500   7008498     85529
 180 -5.440243  0.983290   6747154     78604
 181 -5.542029  0.984434   6488457     70385
 182 -5.624033  0.985299   6232847     63838
 183 -5.699205  0.986049   5988498     58191
 184 -5.793049  0.986931   5748492     52309
 185 -5.870864  0.987621   5521442     47582
 186 -5.969811  0.988444   5305118     42663
 187 -6.056472  0.989121   5082790     38474
 188 -6.125577  0.989631   4873641     35153
 189 -6.220813  0.990296   4674022     31545
 190 -6.293890  0.990777   4476632     28711
 191 -6.382024  0.991325   4287568     25859
 192 -6.448246  0.991715   4100872     23617
 193 -6.528955  0.992167   3927823     21383
 194 -6.602452  0.992557   3754116     19417
 195 -6.689713  0.992995   3589578     17471
 196 -6.777942  0.993412   3434496     15720
 197 -6.859952  0.993777   3279152     14176
 198 -6.933435  0.994086   3136209     12882
 199 -7.016479  0.994418   2990826     11595
 200 -7.096585  0.994720   2859253     10484
 201 -7.151794  0.994918   2725489      9617
 202 -7.225562  0.995172   2602873      8725
 203 -7.326712  0.995499   2483688      7760
 204 -7.369607  0.995632   2366303      7176
 205 -7.452477  0.995876   2257223      6462
 206 -7.540520  0.996120   2151609      5794
 207 -7.613654  0.996312   2046165      5237
 208 -7.676753  0.996470   1949278      4775
 209 -7.742064  0.996627   1857366      4348
 210 -7.804578  0.996770   1769386      3966
 211 -7.930634  0.997040   1681978      3454
 212 -7.985421  0.997151   1597987      3159
 213 -8.047803  0.997271   1521886      2881
 214 -8.151021  0.997460   1446562      2549
 215 -8.288175  0.997691   1375113      2203
 216 -8.281833  0.997680   1307548      2104
 217 -8.326403  0.997751   1240312      1935
 218 -8.377961  0.997830   1180543      1777
 219 -8.517614  0.998030   1121381      1532
 220 -8.556207  0.998082   1065363      1417
 221 -8.634293  0.998183   1011986      1275
 222 -8.750423  0.998324    959269      1115
 223 -8.775701  0.998353    910577      1040
 224 -8.808584  0.998390    860829       961
 225 -8.860264  0.998447    817982       881
 226 -8.955482  0.998546    774662       781
 227 -8.992901  0.998583    735995       723
 228 -9.096616  0.998682    697924       638
 229 -9.162541  0.998741    660734       577
 230 -9.204896  0.998777    626190       531
 231 -9.282435  0.998841    593596       477
 232 -9.319928  0.998871    561980       440
 233 -9.392387  0.998926    531854       396
 234 -9.516762  0.999015    503643       344
 235 -9.455101  0.998972    478348       341
 236 -9.714003  0.999141    451575       269
 237 -9.520520  0.999017    427159       291
 238 -9.791652  0.999186    403925       228
 239 -9.880247  0.999234    382425       203
 240 -9.748308  0.999161    361019       210
 241 -9.849067  0.999218    341060       185
 242 -9.965784  0.999320    322381       152
 243 -9.803324  0.999192    305406       171
 244 -9.965784  0.999364    288230       127
 245 -9.965784  0.999424    272894       109
 246 -9.965784  0.999501    257143        89
 247 -9.965784  0.999492    244066        86
 248 -9.965784  0.999453    229341        87
 249 -9.965784  0.999402    217038        90
 250 -9.965784  0.999477    204105        74
 251 -9.965784  0.999501    193589        67
 252 -9.965784  0.999485    182122        65
 253 -9.965784  0.999529    171489        56
 254 -9.965784  0.999547    162432        51
 255 -9.965784  0.999977   2613306        41
