  96  0.911112 -3.064845    747894  11768534
  97  0.905366 -2.977321    826591  12192590
  98  0.898973 -2.886171    913880  12598855
  99  0.892149 -2.795246   1010309  13015795
 100  0.884828 -2.704108   1117094  13442096
 101  0.877017 -2.613290   1233890  13866390
 102  0.868626 -2.522206   1362494  14291471
 103  0.859256 -2.427421   1507613  14712225
 104  0.849446 -2.335032   1665024  15137133
 105  0.838641 -2.240346   1841684  15562612
 106  0.827097 -2.146322   2033791  15973300
 107  0.814316 -2.049691   2248711  16371394
 108  0.800382 -1.952109   2487491  16762694
 109  0.785767 -1.857303   2746143  17154033
 110  0.769720 -1.760914   3035795  17541593
 111  0.752107 -1.663149   3352910  17884902
 112  0.732812 -1.564370   3707267  18221097
 113  0.712001 -1.466237   4094431  18531415
 114  0.689370 -1.368027   4524910  18834238
 115  0.664210 -1.267777   5002830  19089826
 116  0.637233 -1.169238   5527003  19332667
 117  0.607304 -1.069179   6110407  19531789
 118  0.574326 -0.968552   6759490  19695477
 119  0.538762 -0.869664   7464907  19815413
 120  0.499845 -0.771180   8245827  19899902
 121  0.456283 -0.671170   9117312  19918839
 122  0.408854 -0.572674  10071501  19886740
 123  0.356829 -0.475151  11133719  19819431
 124  0.298940 -0.377520  12301126  19659836
 125  0.234680 -0.280415  13604870  19442563
 126  0.164571 -0.185791  15027234  19157933
 127  0.086839 -0.092403  16604608  18801217
 128  0.000000  0.000000  18190010  18190010
 129 -0.092403  0.086839  18801217  16604608
 130 -0.185791  0.164571  19157933  15027234
 131 -0.280415  0.234680  19442563  13604870
 132 -0.377520  0.298940  19659836  12301126
 133 -0.475151  0.356829  19819431  11133719
 134 -0.572674  0.408854  19886740  10071501
 135 -0.671170  0.456283  19918839   9117312
 136 -0.771180  0.499845  19899902   8245827
 137 -0.869664  0.538762  19815413   7464907
 138 -0.968552  0.574326  19695477   6759490
 139 -1.069179  0.607304  19531789   6110407
 140 -1.169238  0.637233  19332667   5527003
 141 -1.267777  0.664210  19089826   5002830
 142 -1.368027  0.689370  18834238   4524910
 143 -1.466237  0.712001  18531415   4094431
 144 -1.564370  0.732812  18221097   3707267
 145 -1.663149  0.752107  17884902   3352910
 146 -1.760914  0.769720  17541593   3035795
 147 -1.857303  0.785767  17154033   2746143
 148 -1.952109  0.800382  16762694   2487491
 149 -2.049691  0.814316  16371394   2248711
 150 -2.146322  0.827097  15973300   2033791
 151 -2.240346  0.838641  15562612   1841684
 152 -2.335032  0.849446  15137133   1665024
 153 -2.427421  0.859256  14712225   1507613
 154 -2.522206  0.868626  14291471   1362494
 155 -2.613290  0.877017  13866390   1233890
 156 -2.704108  0.884828  13442096   1117094
 157 -2.795246  0.892149  13015795   1010309
 158 -2.886171  0.898973  12598855    913880
 159 -2.977321  0.905366  12192590    826591
 160 -3.064845  0.911112  11768534    747894
 161 -3.151030  0.916419  11367344    678008
 162 -3.239883  0.921549  10963440    612676
 163 -3.327688  0.926302  10579404    554476
 164 -3.412679  0.930621  10194429    502226
 165 -3.501978  0.934881   9816371    453235
 166 -3.585294  0.938614   9446914    410637
 167 -3.669160  0.942151   9088280    371825
 168 -3.757303  0.945645   8726065    335035
 169 -3.837774  0.948647   8389769    304014
 170 -3.919238  0.951514   8046818    275031
 171 -4.003472  0.954308   7726269    248616
 172 -4.088526  0.956963   7408845    224340
 173 -4.162521  0.959146   7106692    204123
 174 -4.237039  0.961230   6804037    185324
 175 -4.321025  0.963451   6511626    167072
 176 -4.401259  0.965452   6232247    151044
 177 -4.484838  0.967419   5958125    136087
 178 -4.558589  0.969060   5706757    123709
 179 -4.639814  0.970771   5452789    111600
 180 -4.711009  0.972192   5207806    101354
 181 -4.786363  0.973620   4978478     91869
 182 -4.869195  0.975105   4745066     82591
 183 -4.942954  0.976356   4533701     74914
 184 -5.014398  0.977507   4324658     67953
 185 -5.091609  0.978688   4121718     61339
 186 -5.163225  0.979728   3925519     55550
 187 -5.233578  0.980699   3738897     50357
 188 -5.307865  0.981674   3564197     45564
 189 -5.387622  0.982665   3394456     41032
 190 -5.462585  0.983548   3229176     37035
 191 -5.522797  0.984224   3073333     33791
 192 -5.612213  0.985177   2922152     30178
 193 -5.681301  0.985874   2779667     27351
 194 -5.729313  0.986338   2642905     25146
 195 -5.803695  0.987028   2510159     22672
 196 -5.871810  0.987629   2385862     20547
 197 -5.948582  0.988272   2266467     18499
 198 -6.010197  0.988765   2149364     16804
 199 -6.090316  0.989374   2040672     15086
 200 -6.154236  0.989836   1935499     13684
 201 -6.222186  0.990305   1837733     12391
 202 -6.286496  0.990729   1739962     11217
 203 -6.355383  0.991163   1649996     10138
 204 -6.417874  0.991539   1564024      9200
 205 -6.486294  0.991932   1482807      8316
 206 -6.543540  0.992246   1405104      7572
 207 -6.628536  0.992691   1328596      6748
 208 -6.670152  0.992899   1259446      6214
 209 -6.744719  0.993258   1191875      5583
 210 -6.817681  0.993591   1130233      5032
 211 -6.876345  0.993847   1067848      4564
 212 -6.916666  0.994017   1010653      4200
 213 -6.982992  0.994286    955079      3790
 214 -7.060549  0.994586    901382      3389
 215 -7.206918  0.995109    853404      2898
 216 -7.189519  0.995050    805026      2767
 217 -7.269173  0.995316    762317      2479
 218 -7.375486  0.995649    721142      2178
 219 -7.390712  0.995695    678957      2029
 220 -7.503023  0.996018    642915      1777
 221 -7.493301  0.995991    607321      1690
 222 -7.576271  0.996215    571421      1501
 223 -7.634301  0.996365    541427      1366
 224 -7.734952  0.996610    510511      1201
 225 -7.740163  0.996622    481220      1128
 226 -7.897804  0.996972    453139       952
 227 -7.798001  0.996755    427673       963
 228 -8.031541  0.997241    403751       773
 229 -7.925554  0.997030    380436       784
 230 -8.003989  0.997187    358180       699
 231 -8.038089  0.997253    336331       641
 232 -8.197926  0.997541    318941       544
 233 -8.219689  0.997578    298798       502
 234 -8.357695  0.997799    282333       431
 235 -8.233912  0.997602    266297       443
 236 -8.351043  0.997789    251038       385
 237 -8.382318  0.997837    235891       354
 238 -8.429964  0.997907    221094       321
 239 -8.611204  0.998154    208553       267
 240 -8.749862  0.998323    196079       228
 241 -8.544526  0.998067    184206       247
 242 -8.639656  0.998190    173675       218
 243 -8.638109  0.998188    163143       205
 244 -8.788099  0.998367    153663       174
 245 -8.907461  0.998497    143907       150
 246 -9.033677  0.998623    136134       130
 247 -8.963099  0.998554    127634       128
 248 -9.205865  0.998778    120366       102
 249 -9.281523  0.998840    113172        91
 250 -9.033463  0.998623    105750       101
 251 -9.114841  0.998698     99706        90
 252 -9.274439  0.998835     94054        76
 253 -9.248816  0.998814     87534        72
 254 -9.315446  0.998867     82762        65
 255 -9.965784  0.999919   1234137        69
